xe…,наш:INCL
ʁarx-a-je-f-ij,{IN}быть-PT-S-COP:PST:NEG
saji-štːi,старый
kːrawut-ar,постель-PL
a-je-f-tːuj,вещь-PL=ADD
c’üre,давать:PF-AOR:PST
aχun-ar –,мы:EXCL-DAT
zat’-ar=ra,{IN}быть-PST
i-nij,постель-PL
ča-s,{IN}быть-PST
a-ji,потом
aχun-ar,школа(IN)
a-ji,уходить-PF-TEMP
aχpːa,Агамов
škːul.i,Султанмаджид
uš-u-guna,говорить-IPF-PT:PRS-S
agamuw,{IN}быть-PST
sult’anmaǯid,армия-(IN)ELAT
aʁ-a-jde-f,RE:приходить:PF-PT:PRF-S
a-ji,математик
armi-as,COP:PST
qaj-naje-f,DEMG
rus,классный
ij,руководитель
ge,стать-PF-AOR
rus,потом
rus,фамилия-PL
x-u-ne,говорить(IMP)
aχpːa,говорить-PF-AOR
famili-jar,по алфавиту
up,Алиев-PL
p-u-ne,{IN}быть-PRS
rus,{IN}быть-PRS:Q
alijew-ar,Алиев-PL
a-ja,{IN}быть-PRS:Q
a-wa,говорить-PF-AOR
alijew-ar,{IN}быть-PRS
a-wa,говорить-PF-AOR
p-u-ne,я
a-a,Алиев
p-u-ne,я
zun,COP
alijew,Алиев
zun,писать-PF-AOR
e,DEMM(ERG)
alijew,мой
lik’-i-ne,имя
mi,журнал-IN
ze,сначала
tːur,журнал
žurnal.i-ʔ,наполняться-IPF-INF
siftːa,делать-PF-AOR
žurnal,сразу
ac’-a-s,сначала
aq’-u-ne,день(TMR)
srazu,наполняться-IPF-INF
siftːa,делать-PF-PT:AOR
jaʁ.a,журнал-IN
ac’-a-s,мой
q’-u-nde,имя
žurnal.i-ʔ,{IN}попадать-PF-AOR
ze,a?
tːur,потом
arx-u-ne,документ-PL
aχpːa,какой-LOC(IN)
dakːument-ar,{IN}быть:PRS
naj-sa,какой-LOC(IN)
a,учиться-PF-S-COP
naj-sa,ты
ruχ-u-f-e,говорить-PF-AOR
wun,восемь-S-ORD
p-u-ne,класс
muja-d-pu,говорить-PF-AOR
kːlas,Агул-IN
p-u-ne,говорить-PF-AOR
aʁul.a-ʔ,Тпиг-PL(GEN)
p-u-ne,школа(IN)
tipːaʁ-ar.i,учиться-PF-PT:PRF-S-COP
škːul.i,письмо-PL
ruχ-u-naje-f-e,RE:приносить:PF-PRF-Q
k’eǯ-ar,нет
faqaj-na-wa? —,говорить-PF-AOR
waʔ,идти-IPF-PT:HAB
p-u-ne,неделя(TMR)
ʕʷ-a-jde,говорить-PF-AOR
ʜaftːa.ji,RE:приносить(IMP)
p-u-ne,письмо-PL
faqšaw,говорить-PF-AOR
k’eǯ-ar,идти-IPF-INF-COP
p-u-ne,говорить-PF-AOR
ʕʷ-a-s-e,я
p-u-ne,RE-нести-IPF-INF-COP
zun,да
qu-χ-a-s-e,писать-PF-AOR
an,постоянно
lik’-i-ne,писать-PF-AOR
pːastːajanni,мой
lik’-i-ne,имя-PL
ze,вещь-PL
tːur-ar –,все-S-PL(GEN)
zat’-ar,имя-PL
wur-tː-ar.i,писать-PF-CONV
tːur-ar,журнал-PL
lik’-i-na,наполняться-IPF-INF
žurnal-ar,делать-PF-AOR
ac’-a-s,наполняться-IPF-INF
aq’-u-ne,делать-PF-AOR
ac’-a-s,потом
aq’-u-ne,медленно-ADV
aχpːa,весть
jawaš~jawaš-tːi,брать-IPF-CONV-COP
χabar,урок-PL
ʁuš-a-j-e,давать-IPF-CONV-COP
dars-ar,сначала
c’-a-j-e,день-PL(TMR)
siftːa,весть
jaʁ-ar.i,брать-IPF-PRS:NEG
χabar,потом
ʁuš-a-dawa,DEMM-PL(ERG)
aχpːa,говорить-PF-PT:AOR-S-PL
me-wur.i,все
up-u-nde-tː-ar,писать-IPF-PRS
wuri,я
lik’-a-a,писать-PF-CONV
zun,DEMG
lik’-i-na,Курах-PL-POST-ELAT
ge,вниз
qːuruh-ar.i-q-as,скала-PL
aq,{SUB/CONT}быть-PT-S-COP
q’ʷal-ar,OST-DEMG
ke-je-f-e,внизу-POST-LAT
wow-ge,EM-DEMG
ajd.i-q-tːi,скала-PL-SUB/CONT-LAT
ha-ge,идти-IPF-CONV
q’ʷal-ar.i-k-tːi,<зубрить>
ʕʷ-a-j,делать-IPF-PT:PRS-S-COP
rus,я
aq’-a-je-f-e,все
zun,один
wuri,вещь=ADD
sa,{IN}пускать-IPF-PT:PRS-S-COP:NEG
zat’=ra,EM-DEMG-ADV
at-a-je-f-tːawa,{POST}класть-PF-CONV
ha-gi-štːi,учиться-PF-CONV
qix-i-na,учиться-PF-CONV
ruχ-u-na,учиться-PF-CONV
ruχ-u-na,знать-стать-PF-CONV
ruχ-u-na,темнота-DAT
ʜar-aq’-u-na,DEGR
mič’.ina-s,RE-идти-IPF-PT:PRS-S-COP
daʜan,утром
qu-ʕʷ-a-je-f-e,свет
bagajmi,стать-IPF-TERM=ADD
ʡak’ʷ,вставать-PF-CONV
x-a-stːi=ra,учиться-IPF-CONV
ʁajš-i-na,идти-IPF-PT:PRS-S-COP
ruχ-a-j,вставать-PF-CONV
ʕʷ-a-je-f-e,я-APUD-ELAT
ʁajš-i-na,весть
za-f-as,брать-PF-TEMP
χabar,все
ʁuš-u-guna,ответ-PL
wuri,давать-IPF-CONV-COP
ǯuwab-ar,я
ic’-a-j-e,DEMM-PL-DAT
zun,арифметика
me-wur.i-s,знать-PST
rus,я-DAT
ʜa-ji,хороший:ADV
za-s,арифметика
iǯi,знать-S-COP
rus,я-DAT
ʜa-f-e,теперь=ADD
za-s,хороший
hal=la,знать-PT:PRS-S-COP
iǯe,я-DAT
ʜa-je-f-e,еще
za-s,один-S=ADD
sara,я-POST
sa-d=ra,добираться-IPF-S-COP:NEG
za-q,алгебра-(IN)ELAT
qučarx[-a-f-tːawa,я-DAT
rusji-as,один
za-s,вещь=ADD
sa,знать-стать-PF-S-COP:NEG
zat’=ra,сегодня=ADD
ʜar-x-u-f-tːawa,геометрия=COORD
jaʕa=ra,RUSSIAN
rus=na rus,стереометрия
rus,RUSSIAN
rus,[дверь]
rakː,DEMG
ge,предмет-PL
rus-ar,я
rus,я
zun,знать-делать-PF-AOR
ʜar-aq’-u-ne,потом
aχpːa,алгебра-(IN)ELAT
rus.i-as,{IN-ELAT}гнать-IPF-PST
atk-a-ji,я
zun,Агамов
aʁamuw,Султанмаджид(ERG)
sult’anmaǯid.a,доска-SUB/CONT-LAT
rus.i-k-tːi,IDEOPH-PL
ʕuʕ-ar,делать-IPF-PST
aq’-a-ji,я-DAT
za-s,DEMM-ADV
mi-štːi,делать-IPF-CONV
aq’-a-j,DEML
le,что
fi,состояние
ʜal,COP
e,RUSSIAN
rus,я-DAT
za-s,знать-CONV-COP:PST:NEG
ʜa-j-düj,что
«Что это такое?» — я не знал даже «a + b»,COP-CONV-COND
fi,я-DAT
e-j-či,сегодня=ADD
za-s,знать-стать-PF-S-COP:NEG
jaʕa=ra,знать=ADD
ʜar-x-u-f-tːawa,делать-PF-AOR:NEG
ʜar=ra,<зубрить>
q’-u-ndawa,делать-IPF-CONV
rus,один-S-ORD
aq’-a-j,четверть(IN)
sa-d-punde,лезгин
rus.tːi,речь-SUPER-LAT
lezgi,(IN)ELAT=ADD
č’al.a-l-di,потом
#as=ra,арифметика-(IN)ELAT=ADD
aχpːa,тройка-PL
rus.i-as=ra,стать-PF-AOR
rus-jar,я-DAT
x-u-ne,физкультура-(IN)ELAT
za-s,пение
rus.i-as,рисование-(IN)ELAT
rus,{IN}оставаться-PT-S-PL
rus-as,все
am-e-tː-ar,двойка-PL
wuri,бедный
rus-jar,папа
kasib,все
pːapːa,двойка-PL
wuri,медленно-ADV
rus-jar,один
jawaš~jawaš-tːi,часть=ADD
sa,делать-PF-CONV
paj=ra,первый
aq’-u-na,четверть
rus,конец
rus,стать-PF-TEMP
kütːeʜ,EM-DEMM-ADV
x-u-guna,стать-PF-AOR
ha-mi-štːi,два-S-ORD
x-u-ne,четверть-DAT
ʡu-d-pu,потом
rus.i-s,два-три-четыре-S-PL
aχpːa,{IN}оставаться-PF-AOR
ʡu-xibu-jaq’u-d-ar,русский-PL
amirg-u-ne,{IN}быть-PST
ʡurus-ar,Лариса
a-ji,говорить-IPF-PT:HAB
larisa,один
aʁ-a-jde,женщина
sa,{IN}быть-PST
dišehli,приходить-PF-CONV
a-ji,очки-PL
ad-i-na,{SUPER}быть-PT-S-COP:PST
ački-jar,много
al-e-f-ij,строгий
pːara,женщина
rus,COP:PST
dišehli,молодец
ij,много
manšallah,знание-PL=ADD
pːara,давать-IPF-PT:HAB-S
rus-jar=ra,COP:PST
ic’-a-jde-f,честный
ij,женщина
rus,COP:PST
dišehli,сам
ij,DEMG
uč,раньше-GEN
ge,автостанция
awala-n,{SUPER}быть-PT
rus,место
al-e,{IN}быть-PST:NEG-Q
ǯiga,EM-DEMG
a-duj-wa,автостанция
ha-ge,{SUPER}быть-PT
rus,место-GEN
al-e,дом-PL(IN)
ǯiga.ji-n,EM-DEMG-LOC(IN)
χul-ar.i,<жить>
ha-gi-sa,стать-IPF-PST
jašamiš,DEMG
x-a-ji,Багадин
ge,говорить-IPF-S-PL(GEN)
bahadin,дом-IN
aʁ-a-tː-ar.i,потом
χul.a-ʔ,EM-DEMG
aχpːa,Багадин
ha-ge,EM-DEMG-LOC(IN)
bahadin,{IN}быть-PT
ha-gi-sa,парень=ADD
a-je,{IN}быть-PST
gada=ra,мы:EXCL-COMIT
a-ji,потом
ča-qaj,Багадин(ERG)
aχpːa,DEMM-DAT
bahadin.a,рассказывать-IPF-PST
mi-s,RUSSIAN
qatːq’-a-ji,говорить-IPF-CONV
rus,я-DAT
aʁ-a-j,раз_так=ADD
za-s,<помогать>
ijčin=na,делать-IPF-CONV-COP:PST:NEG
rus,диктант-PL-(IN)ELAT
aq’-a-j-düj,DEMT-PL-(IN)ELAT
rus-ar.i-as,двойка-PL
te-wr.i-as,{SUPER}класть-IPF-PST
rus-jar,{POST}класть-PF-CONV
lix-a-ji,но
qix-i-na,всё равно
rus,потом
rus,я
aχpːa,пытаться-PF-AOR
zun,много
ališ-i-ne,очень
pːara,учиться-PF-AOR
ʡaji,я
ruχ-u-ne,учиться-PF-AOR ha.
zun,PTCL
ruχ-u-ne,год-GEN
учиться-PF-AOR ha,конец-DAT
is.a-n,алгебра-(IN)ELAT
eχir.a-s,двойка
rus.i-as,{IN}оставаться-PF-AOR
rus,{IN}оставаться-PT-S-PL
amirg-u-ne,все
am-e-tː-ar,<исправить>
wuri,делать-PF-AOR
rus,тройка-PL-DAT
aq’-u-ne,пятый
rus-jar.i-s,[шестой]
rus,пятый
rus,конец
rus,делать-PF-PRF:PST:NEG
küteʜ,март-DAT
aq’-u-naduj,уходить-PF-PT:PRF-S-COP:PST
martː.i-s,шестой
š-u-naje-f-ij,седьмой
rus,восьмой
rus,три
rus,год(TMR)
xibu,NEG-учиться-PF-CONV
is.a,девятый
da-ruχ-u-na,класс-DAT
rus,уходить-PF-PT:PRF-S-COP
kːlas.i-s,я
š-u-naje-f-e,учиться-PF-AOR
zun,EM-DEMG=ADD
ruχ-u-ne,конец
ha-ge=ra,делать-PF-AOR
küteʜ,конец
aq’-u-ne,делать-PF-CONV
küteʜ,да
aq’-u-na,десять-S-ORD
un,класс(IN)
ic’u-d-pu,потом
kːlas.i,хороший
aχpːa,знать-стать-PF-AOR
iǯe,я-DAT
ʜar-x-u-ne,все
za-s,урок-PL
wuri,знать-стать-PF-AOR
dars-ar,Маджид
ʜar-x-u-ne,[говорить-IPF]
maǯid,кто
aʁ-a,Рагим
fiš,говорить-IPF-PT:HAB-S
reʜim,Велиев
aʁ-a-jde-f,Рагим
welijew,говорить-IPF-PT:HAB
reʜim,Цилинг-(IN)ELAT
aʁ-a-jde,математик
ciling.a-as,приходить-PF-PRF:PST
rus,с_высшим_образованием
ad-i-naji,COP:PST
rus,конец
ij,делать-PF-CONV
küteʜ,университет
aq’-u-na,RE:приходить:PF-PT:PRF-S
rus,потом
qaj-naje-f,EM-DEMT(ERG)
aχpːa,давать-IPF-PST
ha-ti,мы:EXCL-DAT
c’-a-ji,урок-PL
ča-s,мой
dars-ar,счастье-CAR-ABSTR(IN)
ze,экзамен-PL(GEN)
baχtː-suz-ʕʷel.i,время(TMR)
rus-ar.i,DEMT
waχtː.una,больной
te,стать-PF-AOR
načaʁ,Маджид(GEN)
x-u-ne,Мавлуд
maǯid.a,стать-PF-AOR
mawlud,DEMG
x-u-ne,математик
ge,COP:PST
rus,DEMG
ij,двухгодичный
ge,пединститут
rus,конец
rus,делать-PF-PT:PRF-S-COP:PST
küteʜ,пединститут(IN)
aq’-u-naje-f-ij,двухгодичный
rusi,COP:PST
rus,сначала
ij,математик
siftːa,EM-DEMG
rus,экзамен-DAT
ha-ge,двойка
rus.di-s,{SUPER}класть-PF-AOR
rus,последний
alix-i-ne,экзамен-DAT
eχirimǯi,аттестат
rus.di-s,стать-IPF-PRS:NEG
rus,находить-IPF-PRS:NEG
x-a-dawa,аттестат=ADD
ǯik’-a-dawa,{IN}вылезать-PF-AOR
rus=ra,я
ajč’-u-ne,плакать-IPF-S
zun,словно
ʡaš-a-f,DEMM-LOC(IN)
suman,DEMT-LOC(IN)
mi-sa –,что=ADD
ti-sa,делать-IPF-INF
fi=ra,мочь-IPF-PRS:NEG
q’-a-s,потом
x-a-dawa,Кабир-SUPER-ELAT
aχpːa,Асланов
ʡabur.da-l-as,Магомед
aslanuw,говорить-IPF-PT:HAB-S
meʜemed,{IN}быть-PST
aʁ-a-jde-f,районо
a-ji,потом
rajʔano,EM-DEMG-GEN
aχpːa,рядом-DAT
ha-gi-n,уходить-PF-AOR
bugu-s,я
š-u-ne,Асланов
zun,Магомед(GEN)
aslanuw,рядом-DAT
meʜemed.i,районо-DAT
bugu-s,один
rajʔanu.ji-s,маленький
sa,дом-PL
bic’i,{IN}быть-PT-S-COP:PST
χul-ar,DEMG-DAT
a-je-f-ij,EM-DEMG
gi-s,базар(GEN)
ha-ge,верхний
bazar.i,сторона-POST
wartːi,деньги
qːʷal.a-q,есть_ли
pul,дядин
awani,говорить-PF-AOR
χaludin,найду
p-u-ne,PTCL
ǯuʁurda,дядя
mu,говорить-PF-AOR
χalu,я
p-u-ne,завтра
zun,пять
pːakːa,сто
wad,рубль
wiš,имея
manatni,приходи
gʷaz,говорить-PF-AOR
qša,RE:приходить:PF-AOR
p-u-ne,два
qaj-ne,баран=ADD
ʡu,за_плату
uq’ar=ra,давать:PF-AOR
masa,три
i-ne,сто
xibu,рубль-POST
ʕʷerš,потом
manat.i-q,масло=ADD
aχpːa,за_плату
čːem=ra,давать:PF-AOR
masa,мать(ERG)
i-ne,пять
baw.a,сто
ʕafu,рубль
ʕʷerš,деньги=ADD
manat,{APUD}быть-CONV
pul=la,уходить-PF-AOR
fa-j,я
š-u-ne,{SUPER}бить-PF-CONV
zun,печать-PL=ADD
alarʜ-u-na,подпись-PL=ADD
pːičat-ar=ra,{SUPER}бить-PF-CONV
qːul-ar=ra,аттестат
alarʜ-u-na,давать:PF-AOR
rus,я-DAT
i-ne,возьми
za-s,говорить-PF-AOR
ma,RE-уходить-PF-CONV
p-u-ne,писать(IMP)
q-uš-u-na,ты-DAT
lik’,аттестат
wa-s,говорить-PF-AOR
rus,писать-PF-AOR
p-u-ne,аттестат
lik’-i-ne,но
rus,аттестат
nu,писать-PF-AOR-COND=ADD
rus,потом
lik’-i-n-čin=na,я-DAT
aχpːa,бояться-PRS
za-s,какой-LAT=ADD
guč’a-a,идти-IPF-INF
naj-č=ra,NEG-мочь-IPF-CONV
ʕʷ-a-s,потом
da-x-a-j,DEMG
aχpːaj,парень-PL
ge,EM-DEMG
gada-jar,Насруллах
ha-ge,говорить-IPF-PT:HAB-S
nasrullah,приходить-PF-AOR
aʁ-a-jde-f,мединститут-DAT
ad-i-ne,я=ADD
rus.tːi-s,приносить-PF-AOR
zun=na,DEMM-PL(ERG)
fajd-i-ne,сам:PL-COMIT
me-wr.i,сначала
čpː.i-qaj,мединститут-DAT
siftːa,приходить-PF-S-COP
rus.tːi-s,я
ad-i-f-e,DEMM-LAT
zun,Хаметов
mi-č,Гарунбег
χametuw,говорить-IPF-S=ADD
harunbeg,{IN}быть-PST
aʁ-a-f=ra,я
a-ji,интернат-SUB/CONT=ADD
zun,{SUB/CONT}класть-PF-AOR
intːirnatː.i-k=ra,негодяй
kix-i-ndawa,EM-DEMG
küpejʁuli,Маджид(GEN)
ha-ge,Мавлуд-PL(ERG)
maǯid.a,{SUB/CONT}класть-IPF-INF
mawlud-ar.i,делать-PF-AOR:NEG
kix-a-s,варить-IPF-PT:HAB
aq’-u-ndawa,один
rüx.ü-nde,банка(IN)
sa,{IN}быть-PT
bankː.i,вода
a-je,давать-IPF-PST
xed,я-DAT
c’-a-ji,теплый
za-s,EM-DEMG
küče,вода
ha-ge,брать-IPF-PST
xed,я
ʁuš-a-ji,еще
zun,один
sara,что=ADD
sa,{IN}быть-NEG-CONV
fi=ra,пустой
a-dawa-j,хлеб
ʡare,село-(IN)ELAT
guni,приносить-PF-PT:AOR
ʜür.i-as,сыворотка
faj-i-nde,EM-DEMG-SUPER-LAT
kerutaj,учиться-PF-S-COP
ha-gi-l-di,два
ruχ-u-f-e,год(TMR)
ʡu,хлеб-PL=ADD
is.a,часть-PL
guni-war=ra,делать-IPF-PT:PRS-S-COP
q’at’-ar,EM-DEMM-ADV(GEN)
aq’-a-je-f-e,маленький
ha-mi-štːi,лепешка-PL
bic’i,делать-IPF-PST
t’ulut’-ar,{IN}быть-PST:NEG
aq’-a-ji,три
a-duj,прием_пищи-DAT
xibu,часть
t’un.i-s,делать-IPF-PST
paj,я
aq’-a-ji,DEMG
zun,DEMM
ge,DEMM-DEGR-S
me,утром-DAT
mi-daʜan-f,DEM-DEGR-S
bagajimi-s,обед-DAT
mi-daʜan-f,DEMM-DEGR-S
ap’q’an.a-s,ночь-DAT=ADD
mi-daʜan-f,стать-IPF-INF-COP
ʡuš.a-s=ra,часть
x-a-s-e,делать-PF-CONV
paj,{IN}пускать-IPF-PT:PRS-S-COP
aq’-u-na,EM-DEMG-ADV
at-a-je-f-e,EM-DEMG
ha-gi-štːi,EM-DEMG-SUPER-LAT
ha-ge,есть-IPF-CONV
ha-gi-l-di,голод(ERG)
ʕut’-a-j,капуста-PL-GEN
gaš.ila,клык-PL
kelem-ar.i-n,{IN}оставаться-IPF-PST
k’anč’-ar,DEMG-LOC(IN)
amirgʷ-a-ji,Курах-PL(IN)
gi-sa,{IN}пускать-PF-CONV
qːuruh-ar.i,EM-DEMG-PL
at-u-na,есть-IPF-CONV
ha-ge-wur,EM-DEMG-PL
ʕut’-a-j,{IN}вынимать-IPF-PST
ha-ge-wur,уходить-PF-CONV
atːʷ-a-ji,все
uš-u-na,есть-IPF-CONV
wari,{IN}вынимать-IPF-CONV
ʕut’-a-j,EM-DEMG-ADV-PL
atːʷ-a-j,делать-IPF-CONV
ha-gi-štː-ar,много
aq’-a-j,тесный-ABSTR-PL
pːara,стать-PF-S-COP
dar-ʕʷel-ar,я-DAT
x-u-f-e,потом
za-s,EM-DEMG-LOC-(IN)ELAT
aχpːa,приходить-PF-AOR
ha-gi-sa-as,мединститут(IN)
ad-i-ne,{IN}лезть-IPF-INF-COP
rus.tːi,говорить-PF-CONV
uč’-a-s-e,без
p-u-na,экзамена
rus,<принимать>
rus,делать-IPF-PT:PRS-S-COP:PST
q’abul,экзамен-PL
aq’-a-je-f-ij,{IN}быть-PT-S-COP:PST:NEG
rus-ar,мединститут-DAT
a-je-f-tːuj,или
rus.tːi-s,[???]
ja,сельхозинститут-DAT=ADD
χ,{IN}быть-PST:NEG
rus.tːi-s=ra,потом
a-duj,EM-DEMG
aχpːa,Насруллах=ADD
ha-ge,{IN}лезть-PF-AOR
nasrullah=ra,мединститут(IN)
uč’-u-ne,человек=ADD
rus.tːi,{IN}быть-PT-S-COP:PST:NEG
kas=ra,мединститут(IN)
a-je-f-tːuj,сейчас
rus.tːi,DEMG
hameseʡestːi,центральный
ge,больница(GEN)
rus,впереди
rus.i,один
üdih,маленький
sa,корпус
bic’i,{IN}быть-PST
rus,EM-DEMG
a-ji,общежитие
ha-ge,COP:PST
rus,{IN}быть-PST:NEG
ij,Магамад
a-duj,<жить>
maʜamad,стать-IPF-PT:PRS
jašamiš,дом-PL
x-a-je,двухэтажный
χul-ar,два
rus,этаж-GEN
ʡu,один
etːaž.i-n,маленький
sa,дом
bic’i,COP:PST
χal,EM-DEMG-LOC(IN)
ij,{IN}быть-PT-S-PL
ha-gi-sa,быть_достаточным-IPF-CONV-COP:PST:NEG
a-je-tː-ar,быть_достаточным-PF
hurk’-a-j-düj,NEG-делать-IPF-CONV
hurk’-u,недобор
d-aq’-a-j,стать-IPF-PT:PRS-S-COP:PST
rus,мединститут-DAT
x-a-je-f-ij,DEMG-PL
rus.tːi-s,два-S
ge-wur,{IN}лезть-PF-AOR
ʡu-d,PTCL
uč’-u-ne,DEMG-LOC-IN
han,видеть-PF-AOR
gi-sa-ʔ,все
ag-u-ne,отец-PL
wuri,мать-PL
dad-ar –,{POST}быть-PT:PRS-S-PL
baw-ar,COP:PST
qa-je-tː-ar,все-S-PL-SUPER
ij,одежда-PL
wur-tː-ar.i-l,{SUPER}быть-PRS
kun-ar,я-SUPER
alde-a,одежда
za-l,{SUPER}быть-PRS:NEG
kan,я
al-dawa,что-ADV
zun,идти-IPF
fi-štːi,DEMM-PL-COMIT
ʕʷ-a,что-ADV
me-wr.i-qaj,садиться-IPF-CONV-COP
fi-štːi,парта-SUPER
uq’-a-j-e,мединститут-DAT
pːartː.i-l,уходить-PF-CONV
rus.tːi-s,наконец
š-u-na,RE-уходить-PF-AOR
eχir,я
q-uš-u-ne,RE-уходить-PF-S=ADD
zun,один-S
q-uš-u-f=ra,PTCL
sa-d,укрытие
han,RE-стать-PF-AOR:NEG
dalda,еще
qa-x-u-ndawa,какой-LAT=ADD
sara,идти-IPF
naj-č=ra,место
ʕʷ-a,{IN}оставаться-PRS:NEG
ǯiga,я=ADD
an-dawa,уходить-PF-AOR
zun=na,Тпиг-LAT
š-u-ne,Тпиг-LAT
tipːaʁ-di,уходить-IPF-CONV
tipːaʁ-di,Алимов
š-u-na,[Сейфудин]
alimuw,Сейфуллах
sejfud,говорить-IPF-PT:HAB-S
sejfullah,{IN}быть-PST
aʁ-a-jde-f,Хкем-(IN)ELAT
a-ji,ахтынский
χkːem.a-as,район-GEN
rus,DEML
rajʔun.di-n,районо
le,COP:PST
rajʔanu,[потом]
ij,Тпиг-PL-GEN
aχpː,DEML=ADD
tipːaʁ-ar.i-n,стать-PF-AOR
le=ra,учитель-PL
x-u-ne,{IN}быть-NEG-CONV
müʕelim-ar,стать-PF-AOR
a-dawa-j,русский
x-u-ne,урок-PL
ʡurus,давать-IPF-PT:HAB
dars-ar,учитель-ABSTR-DAT
c’-a-jde,посылать-PF-AOR
müʕelim-ʕʷel.i-s,я
hat-u-ne,Арсуг-LAT
zun,писать-PF-AOR
arsuʁ-di,направление
lik’-i-ne,Арсуг-LAT
rus,иди
arsuʁ-di,Арсуг-LAT
wač,Арсуг-PL(GEN)
arsuʁ-di,в_школу
arsuʁ-ar.i,иди
rus,говорить-PF-AOR
wač,дело
p-u-ne,делать-IMP
kar,EM-DEMT-LOC-IN
aq’-e,идти-IPF-TERM
ha-ti-sa-ʔ,я
ʕʷ-a-stːi,кто
zun,Балаев
fiš,Балаев
balajew,Магомед
balajew,говорить-IPF-PT:HAB
meʜemed,Кабир
aʁ-a-jde,мужчина(GEN)
ʡabur,сын=ADD
šuw.a,{IN}быть:PRS
gada=ra,один
a,нога-PL
sa,кривой
lak-ar,словно-S
c’aku,DEML=ADD
suman-f,десять-S=ADD
le=ra,достаточный
ic’u-d=ra,NEG-учиться-PF-CONV
behem,простой-ADV
da-ruχ-u-na,приходить-PF-PT:PRF-S-COP
hak’an-di,пьяница
ad-i-naje-f-e,COP:PST
pijaniskːa,иногда
ij,стать-IPF-PST
gah,иногда
x-a-ji,стать-IPF-CONV-COP:PST:NEG
gah,DEMM
x-a-j-düj,RE-идти-IPF-PST
me,да
qu-ʕʷ-a-ji,RE-уходить-PF-CONV
un,DEMM=ADD
q-uš-u-na,{IN}быть-NEG-CONV
me=ra,один-S-ADV
a-dawa-j,я
sa-tː-tːi,стать-IPF-PST
zun,садиться-PF-CONV
x-a-ji,Алджаз
uq’.u-na,говорить-IPF-PT:HAB-S
alǯaz,{IN}быть-PST
aʁ-a-jde-f,DEMG-LOC-IN
a-ji,покой
gi-sa-ʔ,стать-PF-JUSS
raʜmat,сам-DAT
x-u-raj,хороший
uč.i-s,мужчина
iǯe,COP:PST
idemi,DEMG-GEN
ij,Сейфудин
gi-n,говорить-IPF-PT:HAB
sejfudin,парень=ADD
aʁ-a-jde,умирать-PF-AOR
gada=ra,DEMG-LOC-IN
k’-i-ne,Дербент-IN
gi-sa-ʔ,пивзавод-GEN
derben.di-ʔ,директор
rus.di-n,стать-PF-AOR
direkːtːur,DEMG-DAT
x-u-ne,я
gi-s,урок-PL
zun,давать:PF-S-COP
dars-ar,потом
i-f-e,хороший
aχpːa,беречь-PF-AOR:PST
iǯe,я
uʜ-u-nij,DEML-PL(ERG)
zun,постоянно
le-wr.i,хороший
pːastːajanni,есть-PF-MSD
iǯe,пить-PF-MSD=ADD
ʕut’-u-b –,давать-IPF-PST
uχ-u-b=ra,всегда
ic’-a-ji,я-DAT
hammiša,Айша
za-s,Айша
ʡajša,тетя
ʡajša,говорить-IPF-PT:PRS
abaw,жена
aʁ-a-je,{IN}быть-PST
xir,один
a-ji,хороший
sa,[покой]
iǯe,сам-GEN
raʜ,сын
uč.i-n,словно
gada,беречь-PF-AOR:PST
suman,бедный(ERG)
uʜ-u-nij,нести-IPF-CONV
kasib.di,хлеб
χ-a-j,RDP:хлеб
guni –,давать-IPF-CONV
muni,потом
ic’-a-j,один
aχpːa,слепой
sa,лошадь
suqːur,{POST}быть-PST
ʜajwan,один
qa-ji,день(TMR)
sa,зарплата-PL
jaʁ.a,брать-IPF-INF
rus-jar,посылать-PF-AOR
ʁuš-a-s,я
hat-u-ne,Тпиг-LAT
zun,уходить-PF-AOR
tipːaʁ-di,я
uš-u-ne,Тпиг-LAT
zun,лошадь-SUPER
tipːaʁ-di,{SUPER}быть-CONV
ʜajwan.di-l,приходить-PF-AOR
aldi-j,Тпиг-LAT
ad-i-ne,DEML-ADV
tipːaʁ-di,приходить-PF-CONV
li-štːi,брать-PF-AOR
ad-i-na,я
ʁuš-u-ne,семь
zun,сто
jeri,рубль
ʕʷerš,деньги
manat,приходить-PF-AOR
pul,семь
ad-i-ne,сто
jeri,рубль
ʕʷerš,деньги
manat,{IN}совать-PF-PRF
pul,я
ik’-i-naa,карман-IN
zun,INTJ
ǯibin.i-ʔ,EM-DEML-LOC-(IN)ELAT
aah,жизнь(IN)
ha-li-sa-as,NEG-видеть-PF-PT:PRF
ʡümür.di,семь
d-ag-u-naje,сто
jeri,рубль-PL
ʕʷerš,кто-DAT
manat-ar,видеть-PF-PT:PRF-S-COP
na-s,наш:INCL
ag-u-naje-f-e,село-DAT
xe,RE:приходить:PF-AOR
ʜür.i-s,я
qaj-ne,лошадь-SUPER
zun,{SUPER}быть-CONV
ʜajwan.di-l,лошадь-SUPER
aldi-j,{SUPER}быть-CONV
ʜajwan.di-l,RE-идти-IPF-TEMP
aldi-j,день-ADV
qu-ʕʷ-a-guna,DEMM
jaʁ-di,мой
me,карман-DAT
ze,смотреть-IPF-PST
ǯibin.i-s,я
χutːurf-a-ji,мой
zun,карман(IN)
ze,деньги
ǯibin.i,{IN}оставаться-PRS-QR
pul,говорить-IPF-CONV
